,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
6045,0,0,1,1,38,1,0,0,0,0,0,0,0,0,21,2077,0,0,0,1,0,1,0,0,1,0,0
2607,1,1,0,0,1,1,0,0,0,0,0,0,0,1,710,292,1,0,1,0,1,0,0,0,0,1,0
6416,1,0,0,0,67,0,0,1,0,0,1,1,0,0,283,4418,0,1,0,0,0,0,1,0,0,1,0
4502,1,0,0,0,55,1,1,0,0,0,0,1,1,1,1223,5518,1,0,1,0,1,0,0,0,0,1,0
6476,1,0,1,1,53,1,1,1,1,0,1,0,0,0,611,4634,0,1,0,0,0,1,0,1,0,0,0
4080,0,0,1,1,29,1,1,0,0,0,0,0,0,0,114,1962,0,0,0,1,0,0,1,0,0,0,1
1064,0,0,0,0,14,1,0,1,0,0,1,0,0,0,473,2133,0,1,0,0,0,1,0,0,0,0,1
2894,0,0,0,0,48,1,0,1,0,1,1,0,0,1,550,4290,1,1,0,0,0,1,0,0,1,0,0
4467,0,0,1,0,48,1,1,0,0,1,1,0,1,1,706,4596,0,1,0,0,0,1,0,0,0,0,1
4607,1,0,0,1,1,1,0,0,0,0,1,0,1,1,534,247,0,1,0,0,1,0,0,0,0,0,1
2242,1,0,1,1,44,1,1,0,0,0,0,0,0,0,89,2486,0,0,0,1,0,1,0,0,0,1,0
1474,1,0,1,1,45,1,1,0,1,1,0,0,1,1,1207,5124,0,0,1,0,1,0,0,1,0,0,0
6926,0,0,0,0,56,1,0,0,1,0,0,0,0,1,784,4944,1,0,1,0,1,0,0,0,0,1,0
1889,1,0,0,0,14,0,0,0,1,0,0,0,0,1,162,1433,0,1,0,0,1,0,0,0,0,0,1
3435,1,0,0,0,2,1,0,0,0,0,0,0,0,1,740,703,0,0,1,0,1,0,0,0,1,0,0
4367,1,1,1,0,36,1,0,0,0,1,1,0,0,0,441,3704,0,1,0,0,0,1,0,0,1,0,0
1053,0,0,0,0,5,0,0,0,0,1,0,0,1,0,234,873,1,1,0,0,1,0,0,0,0,1,0
3705,0,0,1,1,69,1,1,1,0,0,1,0,0,0,571,4930,0,1,0,0,0,0,1,0,1,0,0
2021,1,0,1,1,62,1,0,1,1,1,1,1,1,0,1434,6142,0,0,1,0,0,0,1,0,0,0,1
6706,0,0,0,0,1,1,0,0,0,0,0,0,0,0,27,21,0,0,0,1,1,0,0,0,0,0,1
5015,0,0,0,0,34,1,1,0,0,0,1,1,0,0,628,3816,0,1,0,0,1,0,0,0,0,0,1
5962,1,0,1,0,16,1,0,1,1,0,0,0,0,0,915,2949,0,0,1,0,1,0,0,1,0,0,0
2658,0,0,1,1,14,1,0,0,0,0,0,0,0,0,5,1020,0,0,0,1,0,0,1,0,0,0,1
2467,1,0,1,1,49,1,1,0,0,0,1,1,1,1,1241,5364,0,0,1,0,0,1,0,0,0,1,0
5380,1,0,0,0,2,1,0,0,0,0,0,1,0,1,905,649,1,0,1,0,1,0,0,0,0,1,0
1130,1,0,1,1,26,1,0,0,0,0,0,0,0,1,12,1630,0,0,0,1,0,0,1,0,1,0,0
1461,1,0,1,0,22,1,1,1,0,0,1,1,0,0,1206,3879,0,0,1,0,1,0,0,0,1,0,0
5482,1,0,1,1,33,1,0,0,0,1,1,1,1,1,785,3990,1,1,0,0,0,1,0,0,0,0,1
6372,1,0,1,1,4,1,0,0,0,0,0,0,0,0,19,499,0,0,0,1,0,0,1,0,1,0,0
3365,1,0,0,0,19,1,0,0,0,0,0,0,0,0,22,1294,0,0,0,1,0,0,1,0,0,0,1
6995,1,0,0,1,57,1,1,1,1,1,1,1,1,0,1084,5406,0,1,0,0,0,0,1,0,0,0,1
4302,1,0,0,0,51,1,0,1,0,0,0,1,0,0,1022,5037,0,0,1,0,0,1,0,0,0,0,1
3350,1,0,0,0,1,1,0,0,0,0,0,0,0,1,288,133,1,1,0,0,1,0,0,0,0,0,1
2968,1,0,0,0,3,1,0,0,1,1,0,0,1,0,1101,1060,0,0,1,0,1,0,0,0,0,1,0
222,1,0,1,1,1,1,0,0,0,0,0,0,0,1,33,27,0,0,0,1,0,1,0,0,0,1,0
6523,0,0,0,0,15,0,0,1,1,1,1,0,0,0,323,1964,0,1,0,0,0,1,0,0,0,0,1
48,1,0,0,0,52,1,1,1,0,0,1,1,1,1,895,5011,0,1,0,0,0,0,1,0,1,0,0
573,1,0,1,0,56,1,1,0,1,0,0,1,1,0,1287,5662,1,0,1,0,0,1,0,0,1,0,0
1236,1,0,0,0,3,1,1,0,0,0,0,0,0,1,845,934,1,0,1,0,1,0,0,0,0,1,0
5356,0,0,1,0,26,0,0,1,0,1,0,0,0,0,197,2437,0,1,0,0,0,1,0,0,1,0,0
3033,0,0,1,0,68,1,1,1,1,1,0,1,1,1,1484,6353,0,0,1,0,0,0,1,1,0,0,0
6823,0,0,0,0,4,1,0,1,0,0,0,0,0,1,387,959,0,1,0,0,1,0,0,1,0,0,0
3382,1,0,1,1,72,1,1,0,0,0,0,0,0,0,103,3603,0,0,0,1,0,0,1,0,1,0,0
6323,0,0,0,0,40,1,1,0,0,1,1,1,1,1,1394,5072,0,0,1,0,0,1,0,0,1,0,0
2282,1,1,1,1,66,1,1,0,0,1,0,1,1,1,1271,6140,1,0,1,0,1,0,0,0,1,0,0
4767,1,0,1,1,1,1,0,0,0,0,0,0,0,0,26,20,0,0,0,1,0,1,0,0,1,0,0
267,0,1,0,0,19,1,0,1,1,0,1,1,1,1,1375,3716,0,0,1,0,1,0,0,0,0,0,1
1104,1,0,0,0,42,1,0,0,0,0,0,0,0,1,20,2213,0,0,0,1,0,1,0,0,0,0,1
2305,1,0,1,1,34,1,1,0,1,0,0,1,1,1,1236,4582,0,0,1,0,1,0,0,1,0,0,0
5538,0,0,0,0,1,1,0,0,0,0,0,0,1,1,922,408,1,0,1,0,1,0,0,0,0,1,0
6182,1,0,1,1,72,1,1,1,1,1,1,1,1,0,1067,6034,0,1,0,0,0,0,1,0,1,0,0
1935,0,0,0,0,51,1,0,0,0,0,0,0,0,1,26,2458,0,0,0,1,0,1,0,1,0,0,0
386,0,1,1,0,55,1,1,0,1,1,0,0,0,1,1004,5333,1,0,1,0,1,0,0,0,0,1,0
1701,0,0,1,1,66,1,1,0,1,1,0,1,1,1,1326,6078,1,0,1,0,0,1,0,0,1,0,0
1628,0,1,1,0,30,1,1,0,1,0,0,1,0,1,1094,4138,0,0,1,0,1,0,0,0,0,1,0
3585,1,1,1,0,34,1,0,1,0,0,1,1,0,0,1096,4434,0,0,1,0,0,1,0,0,0,0,1
5483,0,0,1,0,55,1,1,0,0,1,0,0,0,1,855,5125,1,0,1,0,1,0,0,0,0,1,0
2714,0,0,0,0,54,1,1,0,0,1,1,0,1,1,1190,5435,0,0,1,0,0,0,1,1,0,0,0
4128,1,0,0,0,57,0,0,0,1,0,0,1,0,1,230,3796,1,1,0,0,1,0,0,0,0,1,0
5003,1,0,1,1,11,1,1,0,0,0,0,0,0,1,794,2204,1,0,1,0,1,0,0,0,0,1,0
6158,1,0,0,0,2,1,0,0,0,0,0,0,0,1,22,81,0,0,0,1,1,0,0,0,0,1,0
1563,1,1,0,0,4,1,0,0,0,0,0,0,0,0,702,1037,0,0,1,0,1,0,0,0,0,1,0
3622,0,0,1,1,72,1,1,1,1,1,1,1,1,0,1112,6085,0,1,0,0,0,0,1,0,1,0,0
5998,1,0,1,0,48,1,0,0,0,0,0,0,0,1,30,2525,0,0,0,1,0,0,1,0,0,0,1
2760,1,0,0,0,26,1,0,0,0,0,0,0,0,1,42,1789,0,0,0,1,0,1,0,0,1,0,0
3189,0,0,1,1,15,1,0,0,0,0,0,0,0,0,25,1072,0,0,0,1,1,0,0,0,0,0,1
4515,0,0,0,0,15,1,0,0,1,0,0,1,0,1,959,2667,0,0,1,0,1,0,0,1,0,0,0
209,1,0,1,0,64,1,0,0,1,1,1,1,1,1,1326,6086,0,0,1,0,0,1,0,0,1,0,0
909,0,0,0,0,71,1,1,0,1,1,1,1,1,1,1491,6447,0,0,1,0,0,0,1,0,0,1,0
1289,1,0,0,0,63,1,1,1,1,1,1,0,0,0,691,4952,0,1,0,0,0,1,0,1,0,0,0
6761,1,0,0,0,1,1,0,0,0,0,0,0,0,1,27,21,0,0,0,1,1,0,0,0,0,0,1
1866,0,0,1,1,64,1,1,1,0,0,1,1,1,1,1363,6112,0,0,1,0,0,1,0,1,0,0,0
1842,1,0,0,0,45,1,0,1,0,1,0,1,1,1,826,4520,0,1,0,0,1,0,0,0,0,1,0
2497,0,0,1,0,4,1,0,0,0,0,0,0,0,0,21,476,0,0,0,1,1,0,0,0,0,0,1
5956,0,0,0,0,31,1,1,0,0,1,0,0,1,1,1091,4239,1,0,1,0,1,0,0,0,0,1,0
104,1,0,1,0,68,1,1,0,1,1,1,1,1,1,1469,6367,1,0,1,0,0,0,1,1,0,0,0
958,1,0,0,0,25,1,1,1,1,1,1,0,1,0,935,3735,0,1,0,0,1,0,0,1,0,0,0
1793,1,0,1,1,72,1,1,0,0,0,0,0,0,0,87,3494,0,0,0,1,0,0,1,1,0,0,0
2088,0,0,0,0,36,1,1,0,0,1,0,0,0,0,475,3670,0,1,0,0,0,1,0,0,0,1,0
2702,1,0,0,0,1,1,0,0,0,0,0,0,0,0,285,130,0,1,0,0,1,0,0,0,0,1,0
3826,1,0,1,1,0,1,1,0,0,0,0,0,0,0,99,0,0,0,0,1,0,0,1,0,0,0,1
5789,0,0,0,0,25,1,0,0,0,0,0,0,0,0,25,1555,0,0,0,1,0,0,1,0,1,0,0
331,0,0,0,0,8,1,0,0,0,0,0,0,0,1,13,720,0,0,0,1,0,1,0,0,0,0,1
5452,0,0,1,1,37,1,0,1,1,0,0,1,1,0,809,4162,0,1,0,0,0,1,0,1,0,0,0
4618,1,1,0,0,4,1,0,0,0,1,0,1,1,1,1183,1438,0,0,1,0,1,0,0,0,0,1,0
5103,0,0,1,1,28,1,0,1,0,0,0,0,1,1,953,3937,0,0,1,0,0,1,0,1,0,0,0
5338,0,0,1,0,37,0,0,1,0,0,1,1,0,0,313,3309,0,1,0,0,0,0,1,0,0,1,0
2459,1,0,0,0,8,1,0,0,0,0,0,0,0,1,38,722,0,0,0,1,1,0,0,0,1,0,0
1774,1,0,1,1,1,1,0,1,0,0,0,0,0,1,351,176,0,1,0,0,1,0,0,0,0,0,1
6929,0,0,0,1,25,1,0,0,0,0,0,0,0,0,30,1546,0,0,0,1,1,0,0,0,1,0,0
4947,1,0,0,0,26,1,1,0,0,1,0,1,1,1,1249,4068,1,0,1,0,1,0,0,0,0,1,0
4368,0,1,0,0,9,1,0,0,0,0,0,1,0,1,917,2057,1,0,1,0,1,0,0,0,0,1,0
4594,0,0,1,1,21,1,0,0,1,1,1,1,1,1,1332,3794,1,0,1,0,1,0,0,0,0,1,0
2686,1,1,0,0,19,1,1,0,0,1,0,0,0,1,897,3178,1,0,1,0,1,0,0,0,0,1,0
5939,1,0,0,0,18,0,0,1,0,1,0,0,0,0,170,1704,0,1,0,0,1,0,0,0,0,0,1
5715,1,0,0,0,32,1,1,1,1,0,1,1,1,1,1434,4595,1,0,1,0,1,0,0,0,1,0,0
5013,1,1,0,0,23,0,0,0,0,0,0,0,1,1,184,2086,0,1,0,0,1,0,0,1,0,0,0
4816,0,0,1,1,55,1,1,1,1,0,1,1,0,1,807,5009,0,1,0,0,0,1,0,0,1,0,0
2897,1,0,0,0,43,1,1,0,0,0,0,0,0,0,120,2633,0,0,0,1,0,0,1,1,0,0,0
4997,1,1,0,0,2,1,0,0,0,0,0,0,0,1,299,478,1,1,0,0,1,0,0,0,0,1,0
1710,0,0,0,0,5,1,1,0,0,1,1,0,0,1,952,1426,0,0,1,0,1,0,0,0,0,1,0
5417,1,0,1,1,14,1,0,1,1,0,0,0,1,1,571,2166,0,1,0,0,0,0,1,1,0,0,0
5377,1,0,0,0,4,1,0,0,0,0,1,1,0,1,569,1001,0,1,0,0,1,0,0,0,0,1,0
2478,1,0,0,0,4,1,0,0,0,0,0,0,0,0,296,904,0,1,0,0,1,0,0,0,0,0,1
5012,0,0,0,0,12,1,0,0,0,0,0,0,0,0,31,915,0,0,0,1,1,0,0,0,0,0,1
5291,0,0,1,0,68,1,1,0,1,1,0,0,0,0,1024,5733,0,0,1,0,0,1,0,0,1,0,0
1366,1,0,1,0,10,1,1,0,0,0,0,1,0,1,1007,2163,1,0,1,0,1,0,0,0,0,1,0
173,0,0,1,0,53,1,0,0,0,1,0,1,1,1,1185,5403,1,0,1,0,0,1,0,1,0,0,0
858,0,0,1,0,66,1,1,1,1,0,1,0,0,0,1073,5790,0,0,1,0,0,1,0,0,0,1,0
6758,1,0,0,0,27,1,0,0,0,0,0,0,0,1,17,1519,0,0,0,1,1,0,0,0,1,0,0
5183,0,1,1,1,34,1,1,0,1,0,0,0,0,1,892,4191,1,0,1,0,1,0,0,0,0,0,1
3524,0,1,0,0,11,1,1,0,0,0,0,0,1,1,991,2317,1,0,1,0,1,0,0,0,1,0,0
3321,0,0,1,0,64,1,1,0,0,0,0,0,0,0,103,3430,0,0,0,1,0,0,1,0,0,0,1
5129,0,0,0,0,13,1,0,0,0,0,0,1,0,1,938,2511,0,0,1,0,1,0,0,0,0,0,1
6139,1,0,0,1,3,1,0,0,0,0,0,0,0,0,33,198,0,0,0,1,1,0,0,1,0,0,0
4404,1,0,0,0,24,1,0,0,1,1,0,0,1,1,1084,3836,0,0,1,0,1,0,0,0,0,1,0
3997,0,0,1,0,69,1,0,0,1,0,0,0,1,1,572,4965,0,1,0,0,0,0,1,0,1,0,0
1952,0,0,1,1,20,1,1,0,0,1,1,0,1,1,1198,3648,0,0,1,0,1,0,0,1,0,0,0
3311,0,0,0,0,48,0,0,1,1,0,0,1,0,1,301,3788,0,1,0,0,1,0,0,0,0,1,0
2492,1,0,1,0,13,0,0,1,0,0,1,1,1,1,448,1984,1,1,0,0,1,0,0,0,0,1,0
4204,1,1,0,0,5,1,0,0,1,0,0,0,1,1,1006,1397,0,0,1,0,1,0,0,0,0,1,0
6481,0,0,1,1,5,1,0,0,0,0,0,0,0,0,714,1193,0,0,1,0,1,0,0,0,1,0,0
2036,1,1,1,0,1,1,1,0,0,0,0,0,0,0,793,339,0,0,1,0,1,0,0,0,0,1,0
5518,1,0,1,1,30,1,1,1,1,0,0,1,0,1,1176,4254,1,0,1,0,1,0,0,0,0,1,0
6714,1,0,0,0,13,1,1,0,0,0,1,1,1,0,1296,2941,0,0,1,0,1,0,0,0,0,1,0
6354,0,0,1,0,61,1,0,1,1,0,1,0,1,0,1162,5773,0,0,1,0,0,1,0,1,0,0,0
3403,0,0,0,0,4,1,0,0,0,0,0,0,0,0,38,415,0,0,0,1,1,0,0,0,1,0,0
18,0,0,1,1,10,1,0,0,0,1,1,0,0,0,463,1661,1,1,0,0,1,0,0,0,1,0,0
3691,0,0,1,0,40,1,1,0,1,0,0,1,0,0,606,4144,0,1,0,0,0,1,0,1,0,0,0
5310,1,0,1,0,43,1,1,1,1,0,1,0,0,0,652,4296,0,1,0,0,1,0,0,1,0,0,0
0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,142,75,0,1,0,0,1,0,0,0,0,1,0
3628,1,0,0,0,9,1,0,1,0,1,1,1,0,1,705,1882,0,1,0,0,1,0,0,0,0,0,1
5573,0,1,0,0,1,1,0,0,0,0,0,0,0,1,712,294,1,0,1,0,1,0,0,0,0,1,0
2174,0,0,0,0,19,1,0,0,0,0,0,0,0,0,34,1343,0,0,0,1,0,1,0,0,1,0,0
1356,0,0,0,0,9,1,1,0,0,0,0,0,0,1,811,1855,0,0,1,0,1,0,0,0,1,0,0
5235,1,0,0,0,9,1,1,1,0,0,0,0,0,1,923,2113,0,0,1,0,1,0,0,0,0,1,0
6471,1,0,1,1,18,1,0,0,0,0,0,0,0,0,30,1263,0,0,0,1,0,1,0,1,0,0,0
6501,0,0,1,0,67,1,1,0,1,1,0,1,1,1,1389,6138,0,0,1,0,0,1,0,1,0,0,0
2826,0,0,1,0,13,1,0,0,0,0,0,0,0,0,281,1780,0,1,0,0,0,1,0,0,0,1,0
4237,1,0,0,0,5,1,0,0,0,1,0,1,1,1,716,1265,1,1,0,0,1,0,0,0,0,1,0
396,1,1,1,0,33,1,1,1,0,1,1,1,1,1,1467,4739,0,0,1,0,1,0,0,1,0,0,0
5461,0,0,0,0,62,1,0,1,0,0,1,0,1,1,630,4808,0,1,0,0,0,0,1,0,0,0,1
3112,1,0,1,0,72,1,1,1,1,0,1,0,1,1,1292,6297,0,0,1,0,0,0,1,1,0,0,0
182,1,0,0,0,8,1,1,0,0,0,0,0,1,0,985,1902,1,0,1,0,1,0,0,1,0,0,0
5498,0,1,1,0,1,1,0,0,0,0,0,0,0,0,325,164,1,1,0,0,1,0,0,0,0,1,0
5568,0,0,1,0,44,1,1,1,1,1,1,0,0,1,1190,4931,0,0,1,0,1,0,0,0,1,0,0
1812,1,0,1,0,17,1,0,0,0,1,0,1,1,1,1220,3305,0,0,1,0,0,1,0,1,0,0,0
4535,0,0,1,1,30,1,1,0,0,1,0,1,1,1,1282,4386,1,0,1,0,1,0,0,0,0,1,0
5752,1,0,1,1,69,1,1,0,0,0,0,0,0,1,112,3527,0,0,0,1,0,0,1,1,0,0,0
5108,0,0,0,0,23,1,0,0,0,1,0,0,0,0,370,2594,0,1,0,0,1,0,0,0,1,0,0
816,0,0,0,0,2,1,0,0,0,1,0,0,1,1,1019,776,1,0,1,0,1,0,0,0,0,0,1
1572,0,1,0,0,3,1,0,0,0,0,0,0,0,0,305,593,1,1,0,0,1,0,0,0,0,1,0
4877,0,0,0,0,30,1,0,1,1,1,1,1,0,0,800,3929,0,1,0,0,0,1,0,0,1,0,0
1800,1,0,0,0,1,1,0,0,0,0,0,0,0,1,282,128,0,1,0,0,1,0,0,1,0,0,0
2280,0,1,0,0,8,1,1,0,0,0,1,1,1,1,1284,2320,0,0,1,0,1,0,0,0,1,0,0
2429,1,1,1,0,59,1,0,1,1,1,0,0,0,1,955,5348,0,0,1,0,0,1,0,0,1,0,0
3893,0,1,0,0,7,1,0,0,1,0,0,0,0,1,402,1431,0,1,0,0,1,0,0,0,0,0,1
5570,0,0,1,1,37,1,1,0,1,1,0,0,1,1,1191,4654,0,0,1,0,1,0,0,0,0,1,0
4707,1,0,0,1,49,1,1,1,1,1,0,1,1,1,1454,5521,0,0,1,0,0,1,0,0,1,0,0
5322,0,0,1,0,26,1,0,0,1,1,1,1,1,0,938,3770,0,1,0,0,1,0,0,1,0,0,0
4315,0,0,0,0,1,1,0,0,0,0,0,1,0,0,891,387,1,0,1,0,1,0,0,0,0,1,0
6077,0,0,1,0,62,1,1,1,1,1,1,1,1,0,1528,6172,0,0,1,0,0,0,1,0,0,0,1
6122,0,0,0,0,17,1,0,0,0,0,0,0,0,0,20,1094,0,0,0,1,0,1,0,0,0,0,1
6084,1,0,1,0,36,1,1,0,0,0,0,1,1,1,1188,4601,0,0,1,0,1,0,0,1,0,0,0
1830,1,0,0,1,32,1,0,0,0,0,0,0,0,0,39,1969,0,0,0,1,0,0,1,0,0,0,1
601,1,0,0,0,2,1,0,0,0,0,0,0,0,0,28,170,0,0,0,1,0,1,0,0,0,0,1
5835,0,0,1,1,30,1,0,0,0,0,0,0,0,0,15,1801,0,0,0,1,0,0,1,0,0,0,1
6550,1,0,1,0,21,1,1,0,0,1,1,1,1,1,1397,3890,1,0,1,0,1,0,0,0,0,1,0
5050,1,0,1,0,66,1,1,1,0,1,0,1,1,1,1396,6193,1,0,1,0,0,0,1,0,1,0,0
554,1,0,0,0,32,1,1,0,1,0,0,0,0,1,907,4116,1,0,1,0,1,0,0,1,0,0,0
1159,0,1,1,0,3,1,0,0,0,0,0,1,0,1,908,918,1,0,1,0,1,0,0,0,0,1,0
1213,0,0,1,1,69,1,0,0,0,0,0,0,0,0,33,3088,0,0,0,1,0,0,1,1,0,0,0
880,1,0,0,0,10,1,0,1,1,1,1,1,1,1,1471,2531,1,0,1,0,1,0,0,0,0,1,0
1325,0,1,0,0,1,1,0,0,0,0,0,0,0,1,700,284,1,0,1,0,1,0,0,0,0,1,0
4316,1,0,0,0,69,1,1,1,1,1,1,1,1,0,1106,5964,0,1,0,0,0,0,1,0,0,0,1
997,0,1,0,0,4,1,1,0,0,0,0,1,1,1,1174,1443,1,0,1,0,1,0,0,0,0,1,0
700,1,0,1,1,66,1,1,0,0,1,0,1,0,1,597,5000,0,1,0,0,0,0,1,1,0,0,0
2700,0,0,0,0,35,0,0,0,0,0,0,0,0,0,75,2160,0,1,0,0,1,0,0,0,0,1,0
5044,1,0,1,0,22,1,0,1,1,0,1,1,1,1,1367,3829,0,0,1,0,1,0,0,0,0,1,0
1847,0,0,1,1,55,1,0,0,0,0,0,0,0,0,17,2598,0,0,0,1,0,0,1,0,1,0,0
5168,1,0,0,0,9,1,0,0,0,0,0,0,1,1,916,1997,1,0,1,0,1,0,0,0,0,1,0
2796,0,0,1,0,55,1,1,1,0,0,0,1,0,1,1089,5383,0,0,1,0,1,0,0,1,0,0,0
1455,0,0,1,0,36,1,1,1,1,1,1,0,1,1,1396,4800,0,0,1,0,0,0,1,0,1,0,0
6658,1,1,0,0,27,1,1,0,1,0,0,0,0,1,929,3800,1,0,1,0,1,0,0,0,0,1,0
4105,0,0,1,1,67,1,1,1,0,0,1,1,1,0,1409,6208,0,0,1,0,0,0,1,0,1,0,0
3994,0,1,1,0,54,1,1,0,1,0,0,1,1,1,1310,5551,1,0,1,0,0,1,0,0,1,0,0
866,1,0,1,0,62,0,0,0,0,0,1,1,0,1,225,3945,0,1,0,0,0,0,1,1,0,0,0
5382,1,0,1,1,56,0,0,1,1,0,1,1,0,1,413,4285,0,1,0,0,0,1,0,0,0,0,1
1644,0,0,0,0,34,1,1,1,1,1,0,1,1,1,1465,4683,1,0,1,0,1,0,0,0,0,0,1
2140,0,0,1,1,33,1,1,0,0,0,0,0,1,0,1018,4207,1,0,1,0,1,0,0,0,1,0,0
4848,0,0,0,0,5,1,1,0,0,0,0,1,1,1,1166,1579,1,0,1,0,1,0,0,0,0,0,1
3520,0,0,1,0,16,1,0,0,0,0,0,0,0,0,21,1177,0,0,0,1,1,0,0,0,0,0,1
4421,1,0,1,0,34,1,1,0,1,0,0,0,1,0,1070,4347,0,0,1,0,1,0,0,0,0,0,1
5684,0,1,1,0,58,1,0,1,1,0,1,1,1,1,1385,5920,1,0,1,0,0,1,0,0,1,0,0
1490,0,1,1,0,66,1,1,0,1,1,0,1,0,1,732,5258,0,1,0,0,0,1,0,1,0,0,0
4504,1,0,0,0,37,1,0,0,0,0,0,0,0,0,32,2114,0,0,0,1,0,1,0,0,1,0,0
4990,0,0,1,1,6,1,0,0,0,0,0,0,0,0,315,1101,0,1,0,0,1,0,0,0,0,0,1
729,1,0,0,0,65,1,1,0,1,1,1,0,1,1,791,5290,0,1,0,0,0,0,1,0,1,0,0
4669,1,0,0,0,51,1,0,0,0,0,0,0,0,0,38,2530,0,0,0,1,0,0,1,0,0,0,1
779,1,0,0,0,2,1,0,0,0,0,0,0,0,0,312,452,1,1,0,0,1,0,0,0,0,1,0
2620,1,0,0,0,18,1,0,1,0,1,1,1,0,1,682,2919,0,1,0,0,1,0,0,0,0,1,0
1936,0,0,1,0,51,1,0,1,1,0,1,0,0,1,553,4442,0,1,0,0,0,1,0,1,0,0,0
3793,0,0,0,0,9,1,0,0,0,0,0,0,0,0,34,804,0,0,0,1,1,0,0,0,0,0,1
6567,1,0,0,0,15,1,1,1,0,0,0,1,1,1,1275,3287,0,0,1,0,1,0,0,0,0,1,0
6071,1,0,1,1,72,1,1,1,0,1,0,1,1,1,1386,6347,0,0,1,0,0,0,1,1,0,0,0
3333,1,0,0,1,12,1,0,0,0,0,0,0,0,0,16,875,0,0,0,1,0,0,1,1,0,0,0
1110,1,0,0,0,60,0,0,1,1,1,0,0,0,0,236,4006,0,1,0,0,0,0,1,1,0,0,0
3655,0,0,1,0,32,1,0,0,0,0,0,0,0,0,17,1866,0,0,0,1,1,0,0,1,0,0,0
5718,1,0,0,0,6,1,0,0,0,0,0,1,0,1,910,1523,1,0,1,0,1,0,0,0,1,0,0
6292,1,0,1,1,39,1,1,0,0,1,0,1,1,0,1281,4801,0,0,1,0,0,1,0,0,0,1,0
2998,1,0,0,0,2,1,0,0,1,0,0,0,0,1,802,650,0,0,1,0,1,0,0,0,0,1,0
2394,1,0,0,0,71,1,1,0,1,0,0,0,0,1,881,5627,0,0,1,0,0,1,0,0,1,0,0
1185,0,0,0,0,1,1,1,0,0,0,0,0,1,1,546,252,1,1,0,0,1,0,0,0,0,1,0
2007,1,0,0,0,2,1,0,0,0,0,0,0,1,1,904,785,1,0,1,0,1,0,0,0,0,1,0
193,0,0,1,1,72,1,1,1,1,1,0,1,1,0,1463,6477,0,0,1,0,0,0,1,0,1,0,0
1515,0,0,0,0,41,1,1,0,0,1,1,0,1,1,687,4278,0,1,0,0,0,1,0,0,0,1,0
5627,1,1,1,0,7,1,1,0,0,0,0,0,0,1,804,1575,0,0,1,0,1,0,0,0,0,1,0
578,1,1,1,0,35,1,1,1,1,0,0,0,1,1,1179,4561,0,0,1,0,1,0,0,0,0,1,0
2123,1,0,0,0,31,1,1,0,1,0,0,0,0,1,909,4010,0,0,1,0,1,0,0,0,0,1,0
1429,1,0,1,1,45,1,1,0,0,0,0,0,0,0,81,2604,0,0,0,1,0,0,1,0,0,0,1
771,1,0,0,0,15,1,1,0,0,0,0,1,1,1,1155,3146,1,0,1,0,1,0,0,0,0,1,0
2587,1,0,0,1,27,1,0,0,0,0,0,0,0,0,30,1712,0,0,0,1,0,1,0,0,1,0,0
2395,0,1,1,0,31,1,1,0,0,1,0,1,0,1,1107,4251,0,0,1,0,0,1,0,0,0,1,0
6996,0,0,1,1,41,1,0,0,1,0,1,0,1,1,656,4201,1,1,0,0,0,1,0,1,0,0,0
1846,1,0,0,0,19,1,0,0,0,0,0,0,0,0,5,1086,0,0,0,1,0,1,0,0,0,0,1
131,0,0,1,1,25,0,0,1,1,1,0,1,1,1,517,3211,1,1,0,0,1,0,0,0,1,0,0
178,0,0,1,1,15,1,1,0,1,1,0,1,1,1,1382,3278,0,0,1,0,1,0,0,1,0,0,0
3740,0,0,1,1,2,1,0,0,0,0,0,0,0,1,747,618,0,0,1,0,1,0,0,0,0,1,0
6734,1,0,0,0,12,1,0,0,0,0,1,0,0,0,381,1786,1,1,0,0,1,0,0,1,0,0,0
1811,0,1,0,0,23,1,1,0,0,1,0,0,0,1,887,3565,0,0,1,0,1,0,0,0,0,0,1
4508,0,0,1,1,22,1,0,0,0,0,0,0,0,0,27,1378,0,0,0,1,1,0,0,0,0,0,1
6992,1,0,1,1,71,1,1,0,1,0,0,1,1,0,1292,6240,0,0,1,0,0,1,0,1,0,0,0
2580,0,1,0,1,30,1,1,0,0,0,1,1,1,1,1306,4334,0,0,1,0,1,0,0,0,0,1,0
6169,0,0,0,0,1,1,0,0,0,0,0,0,0,1,303,145,1,1,0,0,1,0,0,1,0,0,0
4667,0,0,1,0,20,1,0,0,0,0,0,0,0,0,14,1333,0,0,0,1,1,0,0,1,0,0,0
2652,1,0,0,0,1,1,0,0,0,0,0,0,1,0,470,230,0,1,0,0,1,0,0,0,0,0,1
4595,0,0,1,1,68,1,1,0,1,1,1,1,1,0,1001,5630,0,1,0,0,0,0,1,1,0,0,0
